ID;Nombre;IdFutbin;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
20197;Sanel Saljic;48133;https://www.futbin.com/25/player/48133/sanel-saljic;59;bronze;FK Austria Wien;Ö. Bundesliga;Austria;71;54;49;68;34;48
20198;Wassa Sangare;48134;https://www.futbin.com/25/player/48134/wassa-sangare;59;bronze;OL;D1 Arkema;France;57;32;49;47;56;63
20199;Harvey Saunders;48135;https://www.futbin.com/25/player/48135/harvey-saunders;59;bronze;Tranmere Rovers;EFL League Two;England;88;56;46;59;22;56
20200;Calum Scanlon;48136;https://www.futbin.com/25/player/48136/calum-scanlon;59;bronze;Liverpool;Premier League;England;73;35;52;60;55;56
20201;Marcel Schantl;48137;https://www.futbin.com/25/player/48137/marcel-schantl;59;bronze;Blau-Weiss Linz;Ö. Bundesliga;Austria;62;46;59;59;55;59
20202;Paul Schermer;48138;https://www.futbin.com/25/player/48138/paul-schermer;59;bronze;WSG Tirol;Ö. Bundesliga;Austria;62;57;56;61;24;57
20203;Kwabe Schulz;48139;https://www.futbin.com/25/player/48139/kwabe-schulz;59;bronze;Viktoria Köln;3. Liga;Germany;56;38;50;53;57;64
20204;Moritz Schulze;48140;https://www.futbin.com/25/player/48140/moritz-schulze;59;bronze;Fürth;Bundesliga 2;Germany;58;56;56;63;43;56
20205;Brady Scott;48141;https://www.futbin.com/25/player/48141/brady-scott;59;bronze;LA Galaxy;MLS;United States;64;59;60;59;32;59
20206;Adrian Segecic;48142;https://www.futbin.com/25/player/48142/adrian-segecic;59;bronze;Sydney FC;A-League;Australia;76;51;51;65;34;46
20207;David Sellés López;48143;https://www.futbin.com/25/player/48143/david-selles-lopez;59;bronze;Levante UD;LALIGA HYPERMOTION;Spain;59;42;52;45;61;58
20208;Alejandro Severo;48144;https://www.futbin.com/25/player/48144/alejandro-severo;59;bronze;Racing Club;Sudamericana;Uruguay;70;56;55;62;44;57
20209;Max Sheaf;48145;https://www.futbin.com/25/player/48145/max-sheaf;59;bronze;Ross County;cinch Prem;England;64;53;59;61;51;60
20210;Jamie Shepherd;48146;https://www.futbin.com/25/player/48146/jamie-shepherd;59;bronze;Bay FC;NWSL;United States;65;55;57;61;52;59
20211;Yan Shi;48147;https://www.futbin.com/25/player/48147/yan-shi;59;bronze;Tianjin JMT FC;CSL;China PR;75;48;52;61;36;48
20212;Sang Eun Shin;48148;https://www.futbin.com/25/player/48148/sang-eun-shin;59;bronze;Daejeon Citizen;K League 1;Korea Republic;80;50;51;60;22;63
20213;Hussain Sibyani;48149;https://www.futbin.com/25/player/48149/hussain-sibyani;59;bronze;Al Shabab;ROSHN Saudi League;Saudi Arabia;81;35;44;61;51;49
20214;Janne Sietan;48150;https://www.futbin.com/25/player/48150/janne-sietan;59;bronze;SV Waldhof;3. Liga;Germany;61;30;41;45;59;66
20215;Gabriel Sigua;48151;https://www.futbin.com/25/player/48151/gabriel-sigua;59;bronze;FC Basel 1893;CSSL;Georgia;67;57;51;59;52;69
20216;Tommy Simkin;48152;https://www.futbin.com/25/player/48152/tommy-simkin;59;bronze;Walsall;EFL League Two;England;61;57;58;60;30;57
20217;Luan Simnica;48153;https://www.futbin.com/25/player/48153/luan-simnica;59;bronze;VfB Stuttgart II;3. Liga;Kosovo;61;53;57;61;56;62
20218;Simon Simoni;48154;https://www.futbin.com/25/player/48154/simon-simoni;59;bronze;FC Ingolstadt 04;3. Liga;Albania;64;57;54;61;29;58
20219;Jessica Simpson;48155;https://www.futbin.com/25/player/48155/jessica-simpson;59;bronze;Manchester Utd;Barclays WSL;England;60;30;51;51;60;55
20220;Naorem Mahesh Singh;48156;https://www.futbin.com/25/player/48156/naorem-mahesh-singh;59;bronze;East Bengal;Hero ISL;India;73;59;55;57;32;55
20221;Mehtab Singh;48157;https://www.futbin.com/25/player/48157/mehtab-singh;59;bronze;Mumbai City FC;Hero ISL;India;60;31;37;34;58;69
20222;Roshan Singh;48158;https://www.futbin.com/25/player/48158/roshan-singh;59;bronze;Bengaluru FC;Hero ISL;India;66;50;55;59;52;60
20223;Jeakson Singh Thounaojam;48159;https://www.futbin.com/25/player/48159/jeakson-singh-thounaojam;59;bronze;East Bengal;Hero ISL;India;53;45;52;58;55;73
20224;Xavier Sintes Egea;48160;https://www.futbin.com/25/player/48160/xavier-sintes-egea;59;bronze;Córdoba CF;LALIGA HYPERMOTION;Spain;55;42;55;52;57;63
20225;Luca Sirch;48161;https://www.futbin.com/25/player/48161/luca-sirch;59;bronze;Kaiserslautern;Bundesliga 2;Germany;56;30;44;38;59;68
20226;Axel Sjöberg;48162;https://www.futbin.com/25/player/48162/axel-sjoberg;59;bronze;St. Pats;SSE Airtricity PD;Sweden;67;40;52;59;56;52
20227;Henrik Skogvold;48163;https://www.futbin.com/25/player/48163/henrik-skogvold;59;bronze;Fredrikstad FK;Eliteserien;Norway;76;58;52;63;37;53
20228;Cieran Slicker;48164;https://www.futbin.com/25/player/48164/cieran-slicker;59;bronze;Ipswich;Premier League;Scotland;58;61;58;60;27;57
20229;Noah Smith;48165;https://www.futbin.com/25/player/48165/noah-smith;59;bronze;Central Coast;A-League;Australia;69;47;53;56;55;65
20230;Dylan Smith;48166;https://www.futbin.com/25/player/48166/dylan-smith;59;bronze;Ross County;cinch Prem;Scotland;63;29;39;49;59;63
20231;Fábio Rúben Soares Jaló;48167;https://www.futbin.com/25/player/48167/fabio-ruben-soares-jalo;59;bronze;Barnsley;EFL League One;Portugal;77;57;47;61;25;50
20232;David Sotelo;48168;https://www.futbin.com/25/player/48168/david-sotelo;59;bronze;Newell's;LPF;Argentina;59;49;57;57;54;51
20233;Jhair Soto;48169;https://www.futbin.com/25/player/48169/jhair-soto;59;bronze;ADT;Sudamericana;Peru;64;24;52;53;56;52
20234;Antonio Spagnoli;48170;https://www.futbin.com/25/player/48170/antonio-spagnoli;59;bronze;FC Winterthur;CSSL;Switzerland;63;58;59;58;20;54
20235;Nick Stepantsev;48171;https://www.futbin.com/25/player/48171/nick-stepantsev;59;bronze;Hannover 96 II;3. Liga;Germany;70;50;56;59;30;56
20236;Godfrey Stephen;48172;https://www.futbin.com/25/player/48172/godfrey-stephen;59;bronze;Gaziantep;Trendyol Süper Lig;Nigeria;70;47;53;53;55;64
20237;Dušan Stojinović;48173;https://www.futbin.com/25/player/48173/dusan-stojinovic;59;bronze;Jagiellonia;PKO BP Ekstraklasa;Slovenia;59;26;39;40;62;58
20238;Aidan Stone;48174;https://www.futbin.com/25/player/48174/aidan-stone;59;bronze;Notts County;EFL League Two;England;60;58;58;58;48;59
20239;Lawson Sunderland;48175;https://www.futbin.com/25/player/48175/lawson-sunderland;59;bronze;Inter Miami CF;MLS;United States;67;44;57;57;53;63
20240;Kenneth Aboh;54531;https://www.futbin.com/25/player/54531/kenneth-aboh;59;bronze;Stevenage;EFL League One;England;74;58;39;58;27;62
20241;Abdullah Al Owayshir;54575;https://www.futbin.com/25/player/54575/abdullah-al-owayshir;59;bronze;Al Wehda;ROSHN Saudi League;Saudi Arabia;64;56;55;62;38;54
20242;Ameen Bukhari;54657;https://www.futbin.com/25/player/54657/ameen-bukhari;59;bronze;Damac FC;ROSHN Saudi League;Saudi Arabia;60;55;56;58;46;57
20243;Sam Dalby;54707;https://www.futbin.com/25/player/54707/sam-dalby;59;bronze;Dundee United;cinch Prem;England;68;57;43;56;23;67
20244;Haitham Asiri;54914;https://www.futbin.com/25/player/54914/haitham-asiri;59;bronze;Al Qadisiyah;ROSHN Saudi League;Saudi Arabia;80;52;49;60;24;63
20245;Niccolò Chiorra;55141;https://www.futbin.com/25/player/55141/niccolo-chiorra;59;bronze;Carrarese Calcio;Serie BKT;Italy;56;57;60;64;29;59
20246;Labinot Bajrami;55143;https://www.futbin.com/25/player/55143/labinot-bajrami;59;bronze;FC Winterthur;CSSL;Switzerland;67;60;40;55;21;51
20247;Calum Scanlon;55178;https://www.futbin.com/25/player/55178/calum-scanlon;59;bronze;Millwall;EFL Championship;England;73;35;52;60;55;56
20248;Tani Oluwaseyi;55746;https://www.futbin.com/25/player/55746/tani-oluwaseyi;59;bronze;Minnesota United;MLS;Canada;76;61;43;58;29;60
20249;Mackenzie Hunt;55747;https://www.futbin.com/25/player/55747/mackenzie-hunt;59;bronze;Fleetwood Town;EFL League Two;United Arab Emirates;66;49;56;57;53;59
20250;Arjan Malic;56219;https://www.futbin.com/25/player/56219/arjan-malic;59;bronze;SK Sturm Graz;Ö. Bundesliga;Bosnia and Herzegovina;58;29;46;49;61;61
20251;Niall Morahan;56220;https://www.futbin.com/25/player/56220/niall-morahan;59;bronze;Bohemian FC;SSE Airtricity PD;Republic of Ireland;58;50;57;59;55;61
20252;Barry Baggley;56221;https://www.futbin.com/25/player/56221/barry-baggley;59;bronze;St. Pats;SSE Airtricity PD;Northern Ireland;65;50;54;62;52;55
20253;Ryan O'Kane;56222;https://www.futbin.com/25/player/56222/ryan-okane;59;bronze;Shelbourne;SSE Airtricity PD;Republic of Ireland;72;52;51;63;31;44
20254;Jevon Mills;56223;https://www.futbin.com/25/player/56223/jevon-mills;59;bronze;Hull City;EFL Championship;Republic of Ireland;51;27;32;37;59;67
20255;Dion Krasniqi;56949;https://www.futbin.com/25/player/56949/dion-krasniqi;59;bronze;IF Elfsborg;Allsvenskan;Kosovo;75;57;45;58;22;65
20256;Jakub Antczak;56950;https://www.futbin.com/25/player/56950/jakub-antczak;59;bronze;Lech Poznań;PKO BP Ekstraklasa;Poland;75;48;55;63;28;46
20257;Camil Jebara;56951;https://www.futbin.com/25/player/56951/camil-jebara;59;bronze;IF Elfsborg;Allsvenskan;Sweden;73;56;50;61;23;55
20258;Kamarl Grant;56952;https://www.futbin.com/25/player/56952/kamarl-grant;59;bronze;Millwall;EFL Championship;England;63;27;40;42;59;66
20259;Kipp Keller;56953;https://www.futbin.com/25/player/56953/kipp-keller;59;bronze;Minnesota United;MLS;United States;56;29;34;38;58;69
20260;Tommy Lonergan;56954;https://www.futbin.com/25/player/56954/tommy-lonergan;59;bronze;Waterford;SSE Airtricity PD;Republic of Ireland;66;58;46;58;21;57
20261;Danny Grant;56955;https://www.futbin.com/25/player/56955/danny-grant;59;bronze;Shamrock Rovers;SSE Airtricity PD;Republic of Ireland;77;53;51;59;42;52
20262;Theo Bergvall;57063;https://www.futbin.com/25/player/57063/theo-bergvall;59;bronze;Djurgårdens IF;Allsvenskan;Sweden;82;41;53;57;52;60
20263;Harun Ibrahim;57064;https://www.futbin.com/25/player/57064/harun-ibrahim;59;bronze;Molde FK;Eliteserien;Sweden;78;50;57;67;54;61
20264;Conor Keeley;57065;https://www.futbin.com/25/player/57065/conor-keeley;59;bronze;Drogheda United;SSE Airtricity PD;Republic of Ireland;35;42;43;36;59;73
20265;Simon Simoni;57359;https://www.futbin.com/25/player/57359/simon-simoni;59;bronze;Kaiserslautern;Bundesliga 2;Albania;64;57;54;61;29;58
20266;Louie Marsh;57722;https://www.futbin.com/25/player/57722/louie-marsh;59;bronze;Fleetwood Town;EFL League Two;England;67;58;52;62;42;43
20267;Kenneth Aboh;57723;https://www.futbin.com/25/player/57723/kenneth-aboh;59;bronze;Colchester;EFL League Two;England;74;58;39;58;27;62
20268;Mohammed Al Shanqeeti;57724;https://www.futbin.com/25/player/57724/mohammed-al-shanqeeti;59;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;66;30;44;52;56;57
20269;Stephen Duke-McKenna;57748;https://www.futbin.com/25/player/57748/stephen-duke-mckenna;59;bronze;St. Johnstone;cinch Prem;Guyana;80;48;58;63;54;43
20270;Zach Mitchell;57749;https://www.futbin.com/25/player/57749/zach-mitchell;59;bronze;St. Johnstone;cinch Prem;England;67;28;48;53;57;67
20271;Erik Dueñas;57900;https://www.futbin.com/25/player/57900/erik-duenas;59;bronze;Houston Dynamo;MLS;Mexico;72;35;55;69;55;38
20272;Afrden Asqer;57901;https://www.futbin.com/25/player/57901/afrden-asqer;59;bronze;Shanghai Port;CSL;China PR;86;51;43;65;25;65
20273;Conor Carty;57902;https://www.futbin.com/25/player/57902/conor-carty;59;bronze;St. Pats;SSE Airtricity PD;Republic of Ireland;68;58;51;58;23;56
20274;Chuangyi Lin;58122;https://www.futbin.com/25/player/58122/chuangyi-lin;59;bronze;Qingdao Hainiu;CSL;China PR;66;56;57;59;60;65
20275;Stipe Juric;58123;https://www.futbin.com/25/player/58123/stipe-juric;59;bronze;CFR 1907 Cluj;SUPERLIGA;Bosnia and Herzegovina;56;60;41;53;22;62
20276;Di Gao;58124;https://www.futbin.com/25/player/58124/di-gao;59;bronze;Qingdao W. Coast;CSL;China PR;71;57;47;57;44;67
20277;Boyuan Feng;58125;https://www.futbin.com/25/player/58125/boyuan-feng;59;bronze;Qingdao Hainiu;CSL;China PR;53;58;37;54;23;67
20278;Paul Doyle;58126;https://www.futbin.com/25/player/58126/paul-doyle;59;bronze;Drogheda United;SSE Airtricity PD;Republic of Ireland;47;41;57;58;53;66
20279;Mihai Adascali?ei;58127;https://www.futbin.com/25/player/58127/mihai-adascaliei;59;bronze;Politehnica Iași;SUPERLIGA;Romania;57;44;58;57;56;68
20280;Luan Simnica;58375;https://www.futbin.com/25/player/58375/luan-simnica;59;bronze;SV Sandhausen;3. Liga;Kosovo;61;53;57;61;56;62
20281;Jaden Warner;58376;https://www.futbin.com/25/player/58376/jaden-warner;59;bronze;Newport County;EFL League Two;England;74;25;46;48;58;64
20282;Joe Hilton;58546;https://www.futbin.com/25/player/58546/joe-hilton;59;bronze;Bradford City;EFL League Two;England;57;60;55;64;29;54
20283;Mikael Marqués;58547;https://www.futbin.com/25/player/58547/mikael-marques;59;bronze;Djurgårdens IF;Allsvenskan;Sweden;59;27;34;48;58;70
20284;Daniel Oyegoke;58548;https://www.futbin.com/25/player/58548/daniel-oyegoke;59;bronze;Hellas Verona;Serie A TIM;England;76;37;49;59;59;62
20285;Tyler Onyango;58549;https://www.futbin.com/25/player/58549/tyler-onyango;59;bronze;Everton;Premier League;England;51;45;57;56;53;75
20286;Howley;58776;https://www.futbin.com/25/player/58776/howley;59;bronze;Coventry City;EFL Championship;Wales;58;47;60;60;57;61
20287;Jordan Gele;58988;https://www.futbin.com/25/player/58988/jordan-gele;59;bronze;FCSB;SUPERLIGA;France;58;58;44;51;26;70
20288;Connor Parsons;59036;https://www.futbin.com/25/player/59036/connor-parsons;59;bronze;Bohemian FC;SSE Airtricity PD;England;83;51;55;61;43;43
20289;Elison Makolli;59037;https://www.futbin.com/25/player/59037/elison-makolli;59;bronze;AaB;3F Superliga;Sweden;73;29;47;59;55;75
20290;Niccolò Chiorra;59099;https://www.futbin.com/25/player/59099/niccolo-chiorra;59;bronze;Sampdoria;Serie BKT;Italy;56;57;60;64;29;59
20291;Sam Mather;59100;https://www.futbin.com/25/player/59100/sam-mather;59;bronze;Tranmere Rovers;EFL League Two;England;69;53;55;62;35;47
20292;Woo Jin Choi;59101;https://www.futbin.com/25/player/59101/woo-jin-choi;59;bronze;Jeonbuk Hyundai;K League 1;Korea Republic;66;55;50;64;52;54
20293;Ali Fadal;59102;https://www.futbin.com/25/player/59102/ali-fadal;59;bronze;Colorado Rapids;MLS;Ghana;60;47;58;55;55;56
20294;Matthew Dennis;59103;https://www.futbin.com/25/player/59103/matthew-dennis;59;bronze;Carlisle United;EFL League Two;England;85;56;45;60;39;66
20295;Louis Jackson;59104;https://www.futbin.com/25/player/59104/louis-jackson;59;bronze;Tranmere Rovers;EFL League Two;Scotland;65;29;50;49;58;66
20296;James Norris;59282;https://www.futbin.com/25/player/59282/james-norris;59;bronze;Shelbourne;SSE Airtricity PD;England;68;35;53;53;55;54
20297;Jabir Abdihakim Ali;34159;https://www.futbin.com/25/player/34159/jabir-abdihakim-ali;58;bronze;Lillestrøm SK;Eliteserien;Sweden;53;55;40;54;23;70
20298;Mohammed Abdulrahman;34160;https://www.futbin.com/25/player/34160/mohammed-abdulrahman;58;bronze;Ettifaq FC;ROSHN Saudi League;Saudi Arabia;77;29;41;53;55;58
20299;Sławomir Abramowicz;34161;https://www.futbin.com/25/player/34161/sawomir-abramowicz;58;bronze;Jagiellonia;PKO BP Ekstraklasa;Poland;55;59;63;59;29;58
20300;Eli Adams;34162;https://www.futbin.com/25/player/34162/eli-adams;58;bronze;Newcastle Jets;A-League;Australia;67;40;51;67;32;54
20301;Elicha Ahui;34163;https://www.futbin.com/25/player/34163/elicha-ahui;58;bronze;Drogheda United;SSE Airtricity PD;England;65;28;50;52;57;65
20302;Yazeed Al Bakr;34164;https://www.futbin.com/25/player/34164/yazeed-al-bakr;58;bronze;Al Riyadh;ROSHN Saudi League;Saudi Arabia;76;27;48;58;53;58
20303;Fahad Al Hamad;34165;https://www.futbin.com/25/player/34165/fahad-al-hamad;58;bronze;Al Ahli;ROSHN Saudi League;Saudi Arabia;66;26;40;40;57;67
20304;Saleh Al Harthi;34166;https://www.futbin.com/25/player/34166/saleh-al-harthi;58;bronze;Al Okhdood;ROSHN Saudi League;Saudi Arabia;71;47;53;58;35;53
20305;Khaled Al Kaabi;34167;https://www.futbin.com/25/player/34167/khaled-al-kaabi;58;bronze;Al Fayha;ROSHN Saudi League;Saudi Arabia;75;54;52;59;20;51
20306;Hussain Al Nowaiqi;34168;https://www.futbin.com/25/player/34168/hussain-al-nowaiqi;58;bronze;Al Riyadh;ROSHN Saudi League;Saudi Arabia;73;39;50;54;52;55
20307;Abdulaziz Al Olewah;34169;https://www.futbin.com/25/player/34169/abdulaziz-al-olewah;58;bronze;Ettifaq FC;ROSHN Saudi League;Saudi Arabia;86;42;50;61;33;38
20308;Omar Al Owdah;34170;https://www.futbin.com/25/player/34170/omar-al-owdah;58;bronze;Al Khaleej;ROSHN Saudi League;Saudi Arabia;74;26;50;60;53;58
20309;Noor Al Rashidi;34171;https://www.futbin.com/25/player/34171/noor-al-rashidi;58;bronze;Damac FC;ROSHN Saudi League;Saudi Arabia;60;25;44;44;58;61
20310;Sattam Al Rouqi;34172;https://www.futbin.com/25/player/34172/sattam-al-rouqi;58;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;78;50;54;58;25;55
20311;Marwan Al Sahafi;34173;https://www.futbin.com/25/player/34173/marwan-al-sahafi;58;bronze;Al Ittihad;ROSHN Saudi League;Saudi Arabia;75;46;49;61;35;56
20312;Mansour Al Shammari;34174;https://www.futbin.com/25/player/34174/mansour-al-shammari;58;bronze;Al Nassr;ROSHN Saudi League;Saudi Arabia;68;28;50;56;55;58
20313;Abdulmalek Al Shammari;34175;https://www.futbin.com/25/player/34175/abdulmalek-al-shammari;58;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;71;49;55;60;52;59
20314;Habib Al Watyan;34176;https://www.futbin.com/25/player/34176/habib-al-watyan;58;bronze;Al Hilal;ROSHN Saudi League;Saudi Arabia;58;59;57;59;32;56
20315;Abdullah Al Yousif;34177;https://www.futbin.com/25/player/34177/abdullah-al-yousif;58;bronze;Al Raed;ROSHN Saudi League;Saudi Arabia;68;39;51;52;55;67
20316;Levi Amantchi;34178;https://www.futbin.com/25/player/34178/levi-amantchi;58;bronze;Bromley FC;EFL League Two;England;73;57;38;49;29;71
20317;Luca Andronache;34179;https://www.futbin.com/25/player/34179/luca-andronache;58;bronze;SC Oțelul Galați;SUPERLIGA;Romania;70;55;52;62;31;53
20318;Paul Argney;34180;https://www.futbin.com/25/player/34180/paul-argney;58;bronze;Havre AC;Ligue 1 Uber Eats;France;59;59;60;64;44;49
20319;Keny Arroyo;34181;https://www.futbin.com/25/player/34181/keny-arroyo;58;bronze;Independiente DV;Libertadores;Ecuador;70;59;52;59;30;52
20320;Luca Ashby-Hammond;34182;https://www.futbin.com/25/player/34182/luca-ashby-hammond;58;bronze;Fulham;Premier League;England;59;58;56;62;24;54
20321;Tyrell Ashcroft;34183;https://www.futbin.com/25/player/34183/tyrell-ashcroft;58;bronze;Spurs;Premier League;England;76;36;43;51;53;53
20322;Cian Ashford;34184;https://www.futbin.com/25/player/34184/cian-ashford;58;bronze;Cardiff City;EFL Championship;Wales;75;58;42;59;26;54
20323;Ahmed Ashraf;34185;https://www.futbin.com/25/player/34185/ahmed-ashraf;58;bronze;Al Taawoun;ROSHN Saudi League;Saudi Arabia;73;48;53;62;35;51
20324;Nathan Asiimwe;34186;https://www.futbin.com/25/player/34186/nathan-asiimwe;58;bronze;Charlton Ath;EFL League One;Uganda;73;34;50;55;53;65
20325;Zach Awe;34187;https://www.futbin.com/25/player/34187/zach-awe;58;bronze;Accrington;EFL League Two;England;54;29;42;48;59;56
20326;Alex Badolato;34188;https://www.futbin.com/25/player/34188/alex-badolato;58;bronze;WS Wanderers;A-League;Australia;69;55;50;64;42;61
20327;Yunus Bahadır;34189;https://www.futbin.com/25/player/34189/yunus-bahadr;58;bronze;Alanyaspor;Trendyol Süper Lig;Türkiye;68;29;44;57;53;51
20328;Ardian Bajrami;34190;https://www.futbin.com/25/player/34190/ardian-bajrami;58;bronze;BSC Young Boys;CSSL;Switzerland;59;58;59;59;24;57
20329;Geraldo Bajrami;34191;https://www.futbin.com/25/player/34191/geraldo-bajrami;58;bronze;Burton Albion;EFL League One;Albania;62;37;38;47;58;66
20330;Cody Baker;34192;https://www.futbin.com/25/player/34192/cody-baker;58;bronze;Sounders FC;MLS;United States;70;26;38;54;55;57
20331;Johan Bakke;34193;https://www.futbin.com/25/player/34193/johan-bakke;58;bronze;Molde FK;Eliteserien;Norway;61;49;57;58;54;45
20332;Bartosz Baranowicz;34194;https://www.futbin.com/25/player/34194/bartosz-baranowicz;58;bronze;GKS Katowice;PKO BP Ekstraklasa;Poland;62;41;52;53;57;66
